fecha;NUMERO DE VIAJES (HOJA DE DISTRIB);REPARTO;UNIDAD;PUNTO DE PARTIDA;TIPO DE FLOTA (Propio o Tercero);PESO REQUERIDO;PESO ENTREGADO;PESO ENTREGADO A TIEMPO;NRO ENTREGAS EFECTUADAS (Nro Guias);NRO ENTREGAS RECHAZADAS (Nro Guias);CONSUMO D2;H. SALIDA;FLETE;H.INGRESO;TIEMPO REPARTO;KM INICIAL;KM FINAL;KM RECORRIDO (KM Inicial - KM Final);KM/GL;;;;;;;;;
05/11/2022;009-0411323;TOTTUS;KLM-532;Trujillo,  Perú;Propia;0,01;0,01;100%;1;0;11,986;0:00:00;S/ 0,00;0:00:00;0:00:00;568642;568829;187;15,60;;;;;;;;;
05/11/2022;65021;LOCAL;PMN-125;Trujillo,  Perú;Propia;2380,00;2188,50;92%;9;2;3,040;8:30:00;S/ 912,51;11:45:00;3:15:00;73600;73649;49;16,12;;;;;;;;;
05/11/2022;65010;LOCAL;BRL-549;Chiclayo, Perú;Propia;2473,15;2473,15;100%;23;0;1,53;8:37:00;S/ 1.182,50;13:09:00;4:32:00;175012;175046;34;22,22;;;;;;;;;
05/11/2022;65048;LOCAL;BRL-549;Chiclayo, Perú;Propia;1972,00;1972,00;100%;16;0;1,58;14:46:00;S/ 857,95;17:37:00;2:51:00;175046;175081;35;22,15;;;;;;;;;
05/11/2022;65011;LOCAL;SMG-875;Cajamarca, Perú;Propia;3058,00;3058,00;100%;18;0;1,290;9:00:00;1282,51;13:27:00;4:27:00;67921;67945;24;18,60;;;;;;;;;
05/11/2022;65046;LOCAL;SMG-875;Cajamarca, Perú;Propia;2248,00;2248,00;100%;2;0;0,960;14:20:00;S/ 629,44;17:38:00;3:18:00;67945;67963;18;18,75;;;;;;;;;
05/11/2022;65019;LOCAL;DIP-028;Chiclayo, Perú;Propia;1681,00;1681,00;100%;4;0;0,739;8:02:00;S/ 613,13;10:35:00;2:33:00;96399;96419;20;27,06;;;;;;;;;
05/11/2022;65036;LOCAL;DIP-028;Chiclayo, Perú;Propia;800,00;800,00;100%;6;0;0,887;14:10:00;S/ 318,89;16:10:00;2:00:00;96419;96443;24;27,06;;;;;;;;;
05/11/2022;65015;FUNDO;M14-016;Chiclayo, Perú;Propia;4053,80;4053,80;100%;1;0;8,892;6:29:00;749,99;13:17:00;6:48:00;187733;187921;188;21,14;;;;;;;;;
05/11/2022;65014;FUNDO;AKM-892;Piura, Perú;Propia;1100,00;1100,00;100%;1;0;4,007;6:28:00;S/ 780,00;8:51:00;2:23:00;141327;141420;93;23,21;;;;;;;;;
05/11/2022;65012;LOCAL;AKM-892;Piura, Perú;Propia;2213,44;2213,44;100%;7;0;0,689;9:45:00;S/ 799,61;11:14:00;1:29:00;141421;141437;16;23,22;;;;;;;;;
05/11/2022;65026;LOCAL;AKM-892;Piura, Perú;Propia;4236,00;4236,00;100%;6;0;0,517;2:00:00;S/ 1.183,76;17:41:00;15:41:00;141437;141449;12;23,21;;;;;;;;;
07/11/2022;65112;LOCAL;PMN-125;Trujillo,  Perú;Propia;1360,00;1360,00;100%;0;1;1,220;12:40:00;S/ 571,20;13:26:00;0:46:00;73649;73688;39;31,97;;;;;;;;;
07/11/2022;65135-65220;LOCAL;PMN-125;Trujillo,  Perú;Propia;989,00;989,00;100%;8;0;1,950;14:00:00;S/ 473,62;19:00:00;5:00:00;73688;73750;62;31,79;;;;;;;;;
07/11/2022;65108;FUNDO;KLM-532;Trujillo,  Perú;Propia;4156,00;4156,00;100%;2;0;14,539;6:00:00;S/ 1.755,10;19:45:00;13:45:00;568830;569127;297;20,43;;;;;;;;;
07/11/2022;65110;LOCAL;SMG-875;Cajamarca, Perú;Propia;1353,70;1353,70;100%;21;0;0,860;9:43:00;S/ 659,34;12:40:00;2:57:00;67964;67985;21;24,42;;;;;;;;;
07/11/2022;65124;LOCAL;SMG-875;Cajamarca, Perú;Propia;2061,05;2061,05;100%;15;0;1,100;15:14:00;S/ 618,27;19:00:00;3:46:00;67986;68013;27;24,55;;;;;;;;;
07/11/2022;65111;LOCAL;DIP-028;Chiclayo, Perú;Propia;2220,85;2220,85;100%;19;0;1,730;9:35:00;S/ 982,92;13:09:00;3:34:00;96443;96483;40;23,12;;;;;;;;;
07/11/2022;65120;LOCAL;DIP-028;Chiclayo, Perú;Propia;2697,50;2697,50;100%;23;0;1,780;14:55:00;S/ 876,67;18:18:00;3:23:00;96483;96524;41;23,03;;;;;;;;;
07/11/2022;65220;FUNDO;BRL-549;Chiclayo, Perú;Propia;5300,00;5300,00;100%;1;0;15,003;6:15:00;S/ 0,00;19:18:00;13:03:00;175081;175405;324;21,60;;;;;;;;;
07/11/2022;009-041343/009-041344;TOTTUS;AKM-892;Piura, Perú;Propia;2,00;2,00;100%;2;0;6,667;0:00:00;S/ 0,00;0:00:00;0:00:00;141449;141543;94;14,10;;;;;;;;;
07/11/2022;009-041340/009-041341/009-041342;TOTTUS;M14-016;Chiclayo, Perú;Propia;3,00;3,00;100%;3;0;5,515;0:00:00;S/ 0,00;0:00:00;0:00:00;187921;188049;128;23,21;;;;;;;;;
08/11/2022;65210;LOCAL;PMN-125;Trujillo,  Perú;Propia;6840,00;6840,00;100%;5;0;1,420;9:12:00;S/ 1.709,99;14:13:00;5:01:00;73750;73780;30;21,13;;;;;;;;;
08/11/2022;65268;LOCAL;PMN-125;Trujillo,  Perú;Propia;1153,00;1097,00;95%;3;1;1,980;14:40:00;S/ 474,84;18:48:00;4:08:00;73780;73822;42;21,21;;;;;;;;;
08/11/2022;65233;FUNDO;SMG-875;Cajamarca, Perú;Propia;846,00;846,00;100%;10;0;7,140;6:00:00;S/ 778,09;13:45:00;7:45:00;68013;68192;179;25,07;;;;;;;;;
08/11/2022;65269;LOCAL;SMG-875;Cajamarca, Perú;Propia;1260,00;1260,00;100%;1;0;0,840;15:17:00;S/ 315,00;16:04:00;0:47:00;68192;68213;21;25,00;;;;;;;;;
08/11/2022;009-041413;TOTTUS;M14-016;Chiclayo, Perú;Propia;1,00;1,00;100%;1;0;2,722;7:30:00;S/ 0,00;12:06:00;4:36:00;188049;188098;49;18,00;;;;;;;;;
08/11/2022;65235;LOCAL;M14-016;Chiclayo, Perú;Propia;2166,00;0,00;0%;0;3;0,444;13:43:00;S/ 974,69;14:28:00;0:45:00;188098;188106;8;18,02;;;;;;;;;
08/11/2022;65257;LOCAL;M14-016;Chiclayo, Perú;Propia;1397,40;1397,40;100%;3;0;1,111;15:17:00;S/ 459,70;18:54:00;3:37:00;188106;188126;20;18,00;;;;;;;;;
08/11/2022;009-041415;TOTTUS;AKM-892;Piura, Perú;Propia;1,00;1,00;100%;1;0;2,300;7:40:00;S/ 0,00;12:33:00;4:53:00;141543;141593;50;21,74;;;;;;;;;
08/11/2022;65248;LOCAL;AKM-892;Piura, Perú;Propia;94,00;94,00;100%;1;0;6,430;14:30:00;S/ 347,00;18:29:00;3:59:00;141593;141733;140;21,77;;;;;;;;;
08/11/2022;65213;LOCAL;BRL-549;Chiclayo, Perú;Propia;2906,74;2346,74;81%;18;2;1,60;9:35:00;S/ 1.092,39;14:42:00;5:07:00;175405;175457;52;32,45;;;;;;;;;
08/11/2022;65264;LOCAL;BRL-549;Chiclayo, Perú;Propia;1716,55;1636,55;95%;7;1;1,60;16:10:00;S/ 618,08;19:42:00;3:32:00;175457;175501;44;27,46;;;;;;;;;
08/11/2022;65204;LOCAL;DIP-028;Chiclayo, Perú;Propia;4380,00;4380,00;100%;6;0;1,928;8:30:00;S/ 1.094,99;13:03:00;4:33:00;96524;96577;53;27,49;;;;;;;;;
08/11/2022;65259;LOCAL;DIP-028;Lima, Perú;Propia;1692,40;1670,10;99%;16;1;1,019;15:36:00;S/ 728,72;19:05:00;3:29:00;96577;96605;28;27,48;;;;;;;;;
08/11/2022;65207-65228;FUNDO;KLM-532;Callao, Perú;Propia;1401,85;1401,85;100%;3;0;4,993;8:00:00;S/ 305,78;10:50:00;2:50:00;569127;569229;102;20,43;;;;;;;;;
08/11/2022;65234;LOCAL;KLM-532;Arequipa, Perú;Propia;9382,00;9382,00;100%;2;0;7,445;13:50:00;S/ 3.283,70;16:51:00;3:01:00;569229;569266;37;4,97;;;;;;;;;
09/11/2022;65345;LOCAL;AKM-892;Trujillo, Perú;Propia;4969,60;4903,60;99%;25;1;1,490;10:10:00;S/ 1.312,28;15:10:00;5:00:00;141734;141777;43;28,86;;;;;;;;;
09/11/2022;65397;LOCAL;AKM-892;Chiclayo, Perú;Propia;1841,00;1816,00;99%;14;1;0,693;16:30:00;S/ 903,00;0:00:00;7:30:00;141777;141797;20;28,86;;;;;;;;;
09/11/2022;65339;LOCAL;M14-016;Chimbote, Perú;Propia;1475,95;1475,95;100%;6;0;2,100;9:50:00;S/ 529,02;11:30:00;1:40:00;188126;188154;28;13,33;;;;;;;;;
09/11/2022;65351;LOCAL;M14-016;Piura, Perú;Propia;1500,00;1500,00;100%;1;0;0,150;12:24:00;S/ 1.500,00;13:09:00;0:45:00;188154;188156;2;13,33;;;;;;;;;
09/11/2022;65363;LOCAL;M14-016;Cusco, Perú;Propia;1516,00;1516,00;100%;4;0;0,150;14:17:00;S/ 2.008,08;15:15:00;0:58:00;188156;188158;2;13,33;;;;;;;;;
09/11/2022;65338;LOCAL;DIP-028;Huancayo, Perú;Propia;1150,00;1150,00;100%;1;0;1,010;9:20:00;S/ 517,00;12:22:00;3:02:00;96605;96626;21;20,80;;;;;;;;;
09/11/2022;65398;LOCAL;DIP-028;Iquitos, Perú;Propia;26,50;26,50;100%;3;0;1,010;16:55:00;S/ 36,00;18:43:00;1:48:00;96626;96662;36;35,66;;;;;;;;;
09/11/2022;65380;LOCAL;M14-016;Pucallpa, Perú;Propia;3845,00;3845,00;100%;5;0;0,970;16:25:00;S/ 10,00;19:09:00;2:44:00;188158;188171;13;13,40;;;;;;;;;
09/11/2022;009-041451;TOTTUS;KLM-532;Juliaca, Perú;Propia;1,00;1,00;100%;1;0;4,991;6:55:00;S/ 0,00;16:42:00;9:47:00;569266;569327;61;12,22;;;;;;;;;
09/11/2022;65349;LOCAL;PMN-125;Tacna, Perú;Propia;1792,00;1792,00;100%;3;0;1,880;10:00:00;S/ 630,76;13:12:00;3:12:00;73820;73868;48;25,53;;;;;;;;;
09/11/2022;0;RECOJO;PMN-125;Ica, Perú;Propia;0,00;0,00;0%;0;0;4,830;14:51:00;S/ 0,00;17:57:00;3:06:00;73868;73991;123;25,47;;;;;;;;;
09/11/2022;65341;LOCAL;SMG-875;Tarapoto, Perú;Propia;2769,95;2769,95;100%;15;0;1,420;9:50:00;S/ 891,25;13:40:00;3:50:00;68222;68251;29;20,42;;;;;;;;;
09/11/2022;65386;LOCAL;SMG-875;Ayacucho, Perú;Propia;1206,00;1206,00;100%;15;0;1,078;16:11:00;S/ 727,80;18:47:00;2:36:00;68251;68273;22;20,41;;;;;;;;;
10/11/2022;65532;LOCAL;KLM-532;Cajamarca, Perú;Propia;14080,35;14080,35;100%;12;0;2,769;16:23:00;S/ 3.431,81;19:18:00;2:55:00;569327;569372;45;16,25;;;;;;;;;
10/11/2022;65468;FUNDO;BRL-549;Huacho, Perú;Propia;1087,00;1087,00;100%;1;0;5,04;9:10:00;S/ 543,49;15:31:00;6:21:00;175501;175594;93;18,45;;;;;;;;;
10/11/2022;65467;FUNDO;SMG-875;Huánuco, Perú;Propia;330,00;330,00;100%;1;0;5,250;5:40:00;S/ 518,00;17:22:00;11:42:00;68273;68430;157;29,90;;;;;;;;;
10/11/2022;0;ABASTECIMIENTO;SMG-875;Paita, Perú;Propia;0,00;0,00;0%;0;0;0,270;17:45:00;S/ 0,00;18:05:00;0:20:00;68430;68438;8;29,63;;;;;;;;;
10/11/2022;55486;LOCAL;DIP-028;Sullana, Perú;Propia;1353,00;1320,20;98%;13;2;2,050;9:30:00;S/ 669,28;13:38:00;4:08:00;96662;96709;47;22,93;;;;;;;;;
10/11/2022;65531;LOCAL;DIP-028;Huaycan, Perú;Propia;2289,40;2289,40;100%;12;0;1,130;15:56:00;S/ 908,09;20:00:00;4:04:00;96709;96735;26;23,01;;;;;;;;;
10/11/2022;65466;FUNDO;M14-016;Barranca, Perú;Propia;1129,00;1129,00;100%;2;0;17,240;4:55:00;S/ 639,19;15:07:00;10:12:00;188171;188448;277;16,07;;;;;;;;;
10/11/2022;65536;LOCAL;M14-016;Puno, Perú;Propia;1261,50;1261,50;100%;7;0;2,270;4:45:00;S/ 685,26;19:06:00;14:21:00;188448;188484;36;15,86;;;;;;;;;
10/11/2022;65484;LOCAL;AKM-892;San Ignacio, Perú;Propia;3910,48;3890,48;99%;19;1;2,400;9:27:00;S/ 1.511,56;13:22:00;3:55:00;141797;141825;28;11,67;;;;;;;;;
10/11/2022;65530;LOCAL;AKM-892;Huaraz, Perú;Propia;6704,00;6704,00;100%;16;0;1,800;15:23:00;S/ 2.904,90;19:10:00;3:47:00;141825;141846;21;11,67;;;;;;;;;
10/11/2022;65470;LOCAL;PMN-125;Pisco, Perú;Propia;4660,00;4660,00;100%;2;0;0,820;8:50:00;S/ 1.165,00;11:40:00;2:50:00;73991;74012;21;25,61;;;;;;;;;
10/11/2022;0;AUXILO MECANICO;PMN-125;Tumbes, Perú;Propia;0,00;0,00;0%;0;0;4,000;15:06:00;S/ 0,00;15:31:00;0:25:00;74012;74114;102;25,50;;;;;;;;;
10/11/2022;0;RECOJO;PMN-125;Chosica, Perú;Propia;0,00;0,00;0%;0;0;1,140;16:06:00;S/ 0,00;18:40:00;2:34:00;74114;74143;29;25,44;;;;;;;;;
11/11/2022;65629;LOCAL;PMN-125;Puerto Maldonado, Perú;Propia;998,00;998,00;100%;1;0;1,002;14:33:00;S/ 706,50;16:29:00;1:56:00;74143;74165;22;21,96;;;;;;;;;
11/11/2022;65602;LOCAL;PMN-125;Abancay, Perú;Propia;3131,25;3131,25;100%;11;0;1,139;8:34:00;S/ 878,91;11:54:00;3:20:00;74165;74190;25;21,95;;;;;;;;;
11/11/2022;65658;LOCAL;PMN-125;Moquegua, Perú;Propia;1106,00;1106,00;100%;3;0;0,774;16:57:00;S/ 83,15;19:12:00;2:15:00;74190;74207;17;21,96;;;;;;;;;
11/11/2022;65598;LOCAL;DIP-028;Víctor Larco Herrera, Perú;Propia;4640,00;4640,00;100%;6;0;1,870;8:16:00;S/ 1.160,01;11:52:00;3:36:00;96735;96788;53;28,34;;;;;;;;;
11/11/2022;65654;LOCAL;DIP-028;Cerro de Pasco, Perú;Propia;2349,00;2349,00;100%;17;0;0,840;15:37:00;S/ 1.197,38;19:03:00;3:26:00;96788;96812;24;28,57;;;;;;;;;
11/11/2022;009-041582;TOTTUS;AKM-892;Moyobamba, Perú;Propia;1,00;1,00;100%;1;0;12,337;0:00:00;S/ 0,00;0:00:00;0:00:00;141846;142080;234;18,97;;;;;;;;;
11/11/2022;009-041454/009-241455/GUIA RETENIDA;TOTTUS;KLM-532;Huancavelica, Perú;Propia;3,00;3,00;100%;3;0;11,412;0:00:00;S/ 0,00;0:00:00;0:00:00;569372;569544;172;15,07;;;;;;;;;
11/11/2022;0;RECOJO;SMG-875;Camaná, Perú;Propia;0,00;0,00;0%;0;0;10,450;5:50:00;S/ 0,00;16:00:00;10:10:00;68438;68733;295;28,23;;;;;;;;;
11/11/2022;0;RECOJO;SMG-875;Chancay, Perú;Propia;0,00;0,00;0%;0;0;1,350;16:46:00;S/ 0,77;0:00:00;7:14:00;68733;68771;38;28,15;;;;;;;;;
11/11/2022;009-0411457/009-041458/009-041459;TOTTUS;M14-016;Chachapoyas, Perú;Propia;3,00;3,00;100%;3;0;5,041;7:25:00;S/ 0,00;19:14:00;11:49:00;188484;188594;110;21,82;;;;;;;;;
12/11/2022;009-041460;TOTTUS;M14-016;Ferreñafe, Perú;Propia;1,00;1,00;100%;1;0;3,470;7:30:00;S/ 0,00;13:58:00;6:28:00;188594;188663;69;19,88;;;;;;;;;
12/11/2022;009-041581;TOTTUS;AKM-892;Moche, Perú;Propia;1,00;1,00;100%;1;0;2,756;7:30:00;S/ 0,00;11:20:00;3:50:00;142080;142125;45;16,33;;;;;;;;;
12/11/2022;65766;FUNDO;KLM-532;Jauja, Perú;Propia;3105,30;3105,30;100%;3;0;14,609;5:40:00;S/ 1.383,77;13:00:00;7:20:00;569544;569804;260;17,80;;;;;;;;;
12/11/2022;65767;FUNDO;SMG-875;Pacasmayo, Perú;Propia;6910,45;6910,45;100%;19;0;8,573;4:00:00;S/ 2.411,61;16:07:00;12:07:00;68771;68968;197;22,98;;;;;;;;;
12/11/2022;65717;LOCAL;DIP-028;Monsefú, Perú;Propia;2954,00;2954,00;100%;2;0;1,070;8:40:00;S/ 1.208,72;13:05:00;4:25:00;96812;96827;15;14,02;;;;;;;;;
12/11/2022;65718;LOCAL;PMN-125;Zarumilla, Perú;Propia;1608,50;1513,20;94%;9;1;1,582;8:50:00;S/ 609,96;13:25:00;4:35:00;74207;74242;35;22,12;;;;;;;;;
12/11/2022;65715;LOCAL;BRL-549;Puerto Pimentel, Perú;Propia;695,00;695,00;100%;1;0;1,52;8:20:00;S/ 250,19;10:11:00;1:51:00;175594;175622;28;18,46;;;;;;;;;
12/11/2022;65727;LOCAL;BRL-549;Concepción, Perú;Propia;3600,00;3600,00;100%;1;0;1,95;10:38:00;S/ 1.440,00;13:48:00;3:10:00;175622;175658;36;18,45;;;;;;;;;
14/11/2022;65808;LOCAL;SMG-875;Chupaca, Perú;Propia;1083,85;310,45;29%;7;8;0,914;10:00:00;S/ 552,03;13:12:00;3:12:00;68968;68989;21;22,98;;;;;;;;;
14/11/2022;65859;LOCAL;SMG-875;Cajamarca, Perú;Propia;3588,50;3588,50;100%;20;0;0,609;15:42:00;S/ 1.351,82;18:51:00;3:09:00;68990;69004;14;22,99;;;;;;;;;
14/11/2022;65802;LOCAL;PMN-125;Trujillo,  Perú;Propia;1451,00;1451,00;100%;4;0;1,733;10:00:00;S/ 512,89;12:33:00;2:33:00;74242;74283;41;23,66;;;;;;;;;
14/11/2022;65851;LOCAL;PMN-125;Trujillo,  Perú;Propia;1507,20;1437,20;95%;6;4;1,430;15:41:00;S/ 968,75;18:58:00;3:17:00;74283;74318;35;24,48;;;;;;;;;
14/11/2022;009-041462;TOTTUS;AKM-892;Piura, Perú;Propia;1,00;1,00;100%;1;0;8,228;7:08:00;S/ 0,00;15:41:00;8:33:00;142125;142203;78;9,48;;;;;;;;;
14/11/2022;65865;LOCAL;AKM-892;Piura, Perú;Propia;7146,00;7146,00;100%;5;0;0,844;17:20:00;S/ 2.000,87;20:11:00;2:51:00;142203;142211;8;9,48;;;;;;;;;
14/11/2022;65806;OLMOS;KLM-532;Trujillo,  Perú;Propia;10728,00;10728,00;100%;2;0;15,327;5:32:00;S/ 2.958,88;17:20:00;11:48:00;569804;570060;256;16,70;;;;;;;;;
14/11/2022;65805;FUNDO;DIP-028;Chiclayo, Perú;Propia;800,00;800,00;100%;1;0;4,982;5:00:00;S/ 0,00;11:33:00;6:33:00;96827;96987;160;32,12;;;;;;;;;
14/11/2022;65841;LOCAL;DIP-028;Chiclayo, Perú;Propia;2424,00;2424,00;100%;6;0;1,152;15:23:00;S/ 1.033,90;0:00:00;8:37:00;96987;97024;37;32,12;;;;;;;;;
14/11/2022;65801;LOCAL;BRL-549;Chiclayo, Perú;Propia;2573,45;2573,45;100%;17;0;1,482;10:15:00;S/ 1.161,00;13:24:00;3:09:00;175658;175693;35;23,62;;;;;;;;;
14/11/2022;65860;LOCAL;BRL-549;Chiclayo, Perú;Propia;2151,00;2151,00;100%;30;0;1,525;15:50:00;S/ 947,71;19:35:00;3:45:00;175693;175729;36;23,61;;;;;;;;;
15/11/2022;65922;FUNDO;SMG-875;Cajamarca, Perú;Propia;1270,00;1270,00;100%;1;0;2,215;8:08:00;S/ 533,39;13:02:00;4:54:00;69004;69062;58;26,19;;;;;;;;;
15/11/2022;65957;LOCAL;SMG-875;Cajamarca, Perú;Propia;3418,00;3418,00;100%;2;0;0,458;14:20:00;S/ 742,34;15:37:00;1:17:00;69062;69074;12;26,20;;;;;;;;;
15/11/2022;65979;LOCAL;SMG-875;Cajamarca, Perú;Propia;1707,50;1707,50;100%;3;0;1,680;16:04:00;S/ 477,39;18:37:00;2:33:00;69074;69118;44;26,19;;;;;;;;;
15/11/2022;65923;LOCAL;PMN-125;Trujillo,  Perú;Propia;3540,00;2720,00;77%;4;1;1,021;8:25:00;S/ 884,98;12:10:00;3:45:00;74318;74344;26;25,47;;;;;;;;;
15/11/2022;65950;LOCAL;PMN-125;Trujillo,  Perú;Propia;1380,00;1380,00;100%;1;0;0,786;14:02:00;S/ 344,99;14:45:00;0:43:00;74344;74364;20;25,45;;;;;;;;;
15/11/2022;65990;LOCAL;PMN-125;Trujillo,  Perú;Propia;1745,10;1201,10;69%;4;10;1,925;15:52:00;S/ 683,85;19:57:00;4:05:00;74364;74413;49;25,45;;;;;;;;;
15/11/2022;65925;LOCAL;DIP-028;Chiclayo, Perú;Propia;3944,45;3944,45;100%;5;0;2,125;8:40:00;S/ 1.001,00;12:55:00;4:15:00;97024;97086;62;29,18;;;;;;;;;
15/11/2022;65980;LOCAL;DIP-028;Chiclayo, Perú;Propia;1482,95;1482,95;100%;19;1;0,823;15:15:00;S/ 865,71;18:52:00;3:37:00;97086;97110;24;29,16;;;;;;;;;
15/11/2022;65926;LOCAL;BRL-549;Chiclayo, Perú;Propia;17073,00;17073,00;100%;2;0;2,179;8:30:00;S/ 2.991,12;10:30:00;2:00:00;175729;175803;74;33,96;;;;;;;;;
15/11/2022;65982;LOCAL;BRL-549;Chiclayo, Perú;Propia;2875,80;2875,80;100%;24;0;1,325;15:44:00;S/ 1.028,67;19:37:00;3:53:00;175803;175848;45;33,96;;;;;;;;;
15/11/2022;009-041471/009-041467/009-041465;TOTTUS;AKM-892;Piura, Perú;Propia;3,00;3,00;100%;3;0;5,526;7:30:00;S/ 0,00;21:01:00;13:31:00;142211;142312;101;18,28;;;;;;;;;
15/11/2022;009-041463/009-041464;TOTTUS;KLM-532;Trujillo,  Perú;Propia;2,00;2,00;100%;2;0;9,701;7:00:00;S/ 0,00;18:40:00;11:40:00;570060;570201;141;14,53;;;;;;;;;
15/11/2022;009-041471/009-041467/009-041465;TOTTUS;M14-016;Chiclayo, Perú;Propia;3,00;3,00;100%;3;0;5,075;7:34:00;S/ 0,00;18:15:00;10:41:00;188663;188780;117;23,05;;;;;;;;;
16/11/2022;66058;LOCAL;DIP-028;Chiclayo, Perú;Propia;2058,75;2058,75;100%;14;1;0,903;9:20:00;S/ 733,14;12:40:00;3:20:00;97110;97132;22;24,36;;;;;;;;;
16/11/2022;66095;LOCAL;DIP-028;Chiclayo, Perú;Propia;1687,80;1687,80;100%;19;0;1,682;15:30:00;S/ 507,49;18:55:00;3:25:00;97132;97173;41;24,38;;;;;;;;;
16/11/2022;0;TOTTUS;M14-016;Chiclayo, Perú;Propia;1,00;1,00;100%;1;0;2,195;8:07:00;S/ 0,00;11:51:00;3:44:00;188780;188830;50;22,78;;;;;;;;;
16/11/2022;66079;LOCAL;M14-016;Chiclayo, Perú;Propia;4526,00;4526,00;100%;3;0;0,263;15:03:00;S/ 1.264,61;16:27:00;1:24:00;188830;188836;6;22,81;;;;;;;;;
16/11/2022;66097;LOCAL;M14-016;Chiclayo, Perú;Propia;700,00;700,00;100%;1;0;1,580;16:48:00;S/ 245,00;18:57:00;2:09:00;188836;188872;36;22,78;;;;;;;;;
16/11/2022;65990;LOCAL;PMN-125;Trujillo,  Perú;Propia;552,00;552,00;100%;6;0;2,623;8:49:00;S/ 341,93;13:04:00;4:15:00;74413;74469;56;21,35;;;;;;;;;
16/11/2022;0;AUXILO MECANICO;PMN-125;Trujillo,  Perú;Propia;0,00;0,00;0%;0;0;8,526;14:35:00;S/ 0,00;20:11:00;5:36:00;74469;74651;182;21,35;;;;;;;;;
16/11/2022;66096;FUNDO;SMG-875;Cajamarca, Perú;Propia;246,00;246,00;100%;2;0;2,405;16:42:00;S/ 75,60;19:38:00;2:56:00;69292;69363;71;29,52;;;;;;;;;
16/11/2022;65926;LOCAL;BRL-549;Chiclayo, Perú;Propia;17073,00;17073,00;100%;3;0;4,33;11:08:00;S/ 1.495,56;13:27:00;2:19:00;175848;175929;81;18,72;;;;;;;;;
16/11/2022;66092;LOCAL;BRL-549;Chiclayo, Perú;Propia;3062,70;3062,70;100%;25;0;2,19;15:21:00;S/ 1.255,08;18:46:00;3:25:00;175929;175970;41;18,72;;;;;;;;;
16/11/2022;66043;FUNDO;AKM-892;Piura, Perú;Propia;1214,40;1214,40;100%;1;0;12,391;0:00:00;S/ 0,00;0:00:00;0:00:00;142312;142510;198;15,98;;;;;;;;;
16/11/2022;0;TOTTUS;KLM-532;Trujillo,  Perú;Propia;2,00;2,00;100%;2;0;18,932;8:30:00;S/ 0,00;20:00:00;11:30:00;570201;570442;241;12,73;;;;;;;;;
17/11/2022;66157;FUNDO;SMG-875;Cajamarca, Perú;Propia;881,50;881,50;100%;1;0;12,485;5:00:00;S/ 920,22;15:30:00;10:30:00;69363;69686;323;25,87;;;;;;;;;
17/11/2022;66204;LOCAL;DIP-028;Chiclayo, Perú;Propia;699,60;699,60;100%;7;0;1,062;9:30:00;S/ 400,96;13:10:00;3:40:00;97173;97196;23;21,66;;;;;;;;;
17/11/2022;66212;LOCAL;DIP-028;Chiclayo, Perú;Propia;1967,00;1916,00;97%;10;1;1,201;15:00:00;S/ 993,12;19:18:00;4:18:00;97196;97222;26;21,65;;;;;;;;;
17/11/2022;66155;LOCAL;BRL-549;Chiclayo, Perú;Propia;2553,00;2553,00;100%;5;0;0,242;9:02:00;S/ 702,61;9:57:00;0:55:00;175970;175975;5;20,66;;;;;;;;;
17/11/2022;66164;LOCAL;BRL-549;Chiclayo, Perú;Propia;1800,00;1800,00;100%;1;0;0,533;10:30:00;S/ 1.547,99;12:40:00;2:10:00;175975;175989;14;26,27;;;;;;;;;
17/11/2022;66213;LOCAL;BRL-549;Chiclayo, Perú;Propia;1899,30;1713,30;90%;19;3;2,227;0:00:00;S/ 944,71;0:00:00;0:00:00;175990;176036;46;20,66;;;;;;;;;
17/11/2022;66158;FUNDO;KLM-532;Trujillo,  Perú;Propia;396,00;396,00;100%;2;0;14,754;6:55:00;S/ 4.221,19;14:15:00;7:20:00;570442;570700;258;17,49;;;;;;;;;
17/11/2022;0;TOTTUS;KLM-532;Trujillo,  Perú;Propia;1,00;1,00;100%;1;0;1,658;15:00:00;S/ 0,00;18:10:00;3:10:00;570700;570729;29;17,49;;;;;;;;;
17/11/2022;66178;LOCAL;PMN-125;Trujillo,  Perú;Propia;1047,20;1047,20;100%;10;0;3,611;9:18:00;S/ 380,01;13:44:00;4:26:00;74651;74706;55;15,23;;;;;;;;;
17/11/2022;66211;LOCAL;PMN-125;Trujillo,  Perú;Propia;1638,00;1638,00;100%;1;0;2,036;0:00:00;S/ 1.859,99;0:00:00;0:00:00;74706;74737;31;15,23;;;;;;;;;
17/11/2022;0;TOTTUS;AKM-892;Piura, Perú;Propia;2,00;2,00;100%;2;0;5,091;8:20:00;S/ 0,00;22:27:00;14:07:00;142510;142572;62;12,18;;;;;;;;;
17/11/2022;0;TOTTUS;M14-016;Chiclayo, Perú;Propia;2,00;2,00;100%;2;0;6,752;8:15:00;S/ 0,00;18:57:00;10:42:00;188872;189002;130;19,25;;;;;;;;;
18/11/2022;66301;FUNDO;SMG-875;Cajamarca, Perú;Propia;1666,00;1666,00;100%;1;0;6,040;5:10:00;S/ 666,40;13:30:00;8:20:00;69686;69848;162;26,82;;;;;;;;;
