fecha;NUMERO DE VIAJES (HOJA DE DISTRIB);REPARTO;UNIDAD;PUNTO DE PARTIDA;TIPO DE FLOTA (Propio o Tercero);PESO REQUERIDO;PESO ENTREGADO;PESO ENTREGADO A TIEMPO;NRO ENTREGAS EFECTUADAS (Nro Guias);NRO ENTREGAS RECHAZADAS (Nro Guias);CONSUMO D2;H. SALIDA;FLETE;H.INGRESO;TIEMPO REPARTO;KM INICIAL;KM FINAL;KM RECORRIDO (KM Inicial - KM Final);KM/GL;;;;;;;;;
18/11/2022;0;TOTTUS;KLM-532;Trujillo,  Perú;Propia;0,00;0,00;0%;0;0;3,886;7:00:00;S/ 0,00;14:30:00;7:30:00;570729;570789;60;15,44;;;;;;;;;
18/11/2022;66360;LOCAL;KLM-532;Trujillo,  Perú;Propia;998,95;952,45;95%;6;1;2,591;15:30:00;S/ 311,07;18:10:00;2:40:00;570789;570829;40;15,44;;;;;;;;;
18/11/2022;66296;LOCAL;BRL-549;Chiclayo, Perú;Propia;3690,20;3690,20;100%;10;0;3,024;9:30:00;S/ 1.203,74;13:15:00;3:45:00;176036;176088;52;17,20;;;;;;;;;
18/11/2022;66371;LOCAL;BRL-549;Chiclayo, Perú;Propia;3371,90;3371,90;100%;20;0;2,617;15:00:00;S/ 1.599,50;19:05:00;4:05:00;176088;176133;45;17,20;;;;;;;;;
18/11/2022;66364;LOCAL;SMG-875;Cajamarca, Perú;Propia;2448,10;2448,10;100%;15;0;0,900;16:00:00;S/ 943,72;18:26:00;2:26:00;69848;69872;24;26,67;;;;;;;;;
18/11/2022;66293;LOCAL;PMN-125;Trujillo,  Perú;Propia;4410,00;4410,00;100%;6;0;3,570;8:34:00;S/ 1.170,00;13:48:00;5:14:00;74737;74831;94;26,33;;;;;;;;;
18/11/2022;66358;LOCAL;PMN-125;Trujillo,  Perú;Propia;2685,35;2685,35;100%;18;0;0,987;15:25:00;S/ 997,99;18:57:00;3:32:00;74831;74857;26;26,34;;;;;;;;;
18/11/2022;66362;LOCAL;DIP-028;Chiclayo, Perú;Propia;1103,50;1103,50;100%;8;0;2,348;0:00:00;S/ 573,79;0:00:00;0:00:00;97222;97288;66;28,11;;;;;;;;;
18/11/2022;0;TOTTUS;M14-016;Chiclayo, Perú;Propia;0,00;0,00;0%;0;0;5,843;7:41:00;S/ 0,00;19:33:00;11:52:00;189002;189131;129;22,08;;;;;;;;;
18/11/2022;0;TOTTUS;AKM-892;Piura, Perú;Propia;0,00;0,00;0%;0;0;5,584;7:20:00;S/ 0,00;17:54:00;10:34:00;142574;142642;68;12,18;;;;;;;;;
19/11/2022;66042;FUNDO;SMG-875;Cajamarca, Perú;Propia;2300,00;0,00;0%;0;2;5,894;0:00:00;S/ 0,00;0:00:00;0:00:00;69118;69292;174;29,52;;;;;;;;;
19/11/2022;66408;LOCAL;DIP-028;Chiclayo, Perú;Propia;2569,00;2569,00;100%;1;0;0,675;8:44:00;S/ 1.078,98;10:40:00;1:56:00;97288;97309;21;31,11;;;;;;;;;
19/11/2022;66417;LOCAL;DIP-028;Chiclayo, Perú;Propia;695,50;695,50;100%;1;0;0,740;11:00:00;S/ 278,19;13:00:00;2:00:00;97309;97332;23;31,08;;;;;;;;;
19/11/2022;66464;LOCAL;DIP-028;Chiclayo, Perú;Propia;851,50;851,50;100%;14;0;0,997;15:00:00;S/ 421,80;17:01:00;2:01:00;97332;97363;31;31,09;;;;;;;;;
19/11/2022;66411;LOCAL;BRL-549;Chiclayo, Perú;Propia;3267,90;3267,90;100%;22;0;2,002;9:10:00;S/ 1.315,51;13:25:00;4:15:00;176133;176173;40;19,98;;;;;;;;;
19/11/2022;66410;LOCAL;PMN-125;Trujillo,  Perú;Propia;1520,20;712,60;47%;11;2;1,901;8:49:00;S/ 698,37;12:44:00;3:55:00;74857;74903;46;24,20;;;;;;;;;
19/11/2022;0;TOTTUS;KLM-532;Trujillo,  Perú;Propia;0,00;0,00;0%;0;0;6,490;7:20:00;S/ 0,00;11:30:00;4:10:00;570829;570885;56;8,63;;;;;;;;;
19/11/2022;0;TOTTUS;KLM-532;Trujillo,  Perú;Propia;0,00;0,00;0%;0;0;1,970;14:01:00;S/ 0,00;16:30:00;2:29:00;570885;570902;17;8,63;;;;;;;;;
19/11/2022;66042;FUNDO;SMG-875;Cajamarca, Perú;Propia;1500,00;1500,00;100%;1;0;5,330;5:13:00;S/ 450,00;12:30:00;7:17:00;69872;70024;152;28,52;;;;;;;;;
19/11/2022;0;ABASTECIMIENTO;SMG-875;Cajamarca, Perú;Propia;0,00;0,00;0%;0;0;0,280;15:15:00;S/ 0,00;15:29:00;0:14:00;70024;70032;8;28,57;;;;;;;;;
21/11/2022;66559;FUNDO;SMG-875;Cajamarca, Perú;Propia;1280,00;1280,00;100%;23;0;6,234;5:15:00;S/ 1.225,48;14:02:00;8:47:00;70032;70212;180;28,87;;;;;;;;;
21/11/2022;66565;LOCAL;SMG-875;Cajamarca, Perú;Propia;1047,00;948,00;91%;9;1;1,732;15:57:00;S/ 437,72;18:47:00;2:50:00;70212;70262;50;28,87;;;;;;;;;
21/11/2022;66501;LOCAL;DIP-028;Chiclayo, Perú;Propia;1355,75;1323,75;98%;13;1;1,109;9:05:00;S/ 803,01;12:25:00;3:20:00;97363;97386;23;20,74;;;;;;;;;
21/11/2022;66573;LOCAL;DIP-028;Chiclayo, Perú;Propia;1999,00;1999,00;100%;11;0;1,109;14:00:00;S/ 781,45;18:30:00;4:30:00;97386;97409;23;20,74;;;;;;;;;
21/11/2022;66500;LOCAL;PMN-125;Trujillo,  Perú;Propia;1294,70;1240,70;96%;4;0;0,661;8:26:00;S/ 906,26;10:47:00;2:21:00;74903;74919;16;24,21;;;;;;;;;
21/11/2022;66527;LOCAL;PMN-125;Trujillo,  Perú;Propia;2964,00;2964,00;100%;5;0;0,909;13:43:00;S/ 1.056,22;15:44:00;2:01:00;74919;74941;22;24,20;;;;;;;;;
21/11/2022;66551;FUNDO;KLM-532;Trujillo,  Perú;Propia;6500,00;6500,00;100%;1;0;17,868;4:30:00;S/ 0,00;14:35:00;10:05:00;570902;571184;282;15,78;;;;;;;;;
21/11/2022;66535;LOCAL;M14-016;Chiclayo, Perú;Propia;6555,00;6555,00;100%;1;0;1,962;13:40:00;S/ 2.621,99;17:05:00;3:25:00;189131;189168;37;18,86;;;;;;;;;
21/11/2022;66520;FUNDO;BRL-549;Chiclayo, Perú;Propia;1849,50;1849,50;100%;1;0;3,705;0:00:00;S/ 0,00;0:00:00;0:00:00;176173;176383;210;56,68;;;;;;;;;
21/11/2022;66525;LOCAL;AKM-892;Piura, Perú;Propia;3791,25;3747,25;99%;18;1;4,684;0:00:00;S/ 1.673,81;0:00:00;0:00:00;142642;142666;24;5,12;;;;;;;;;
22/11/2022;66653;LOCAL;SMG-875;Cajamarca, Perú;Propia;4660,00;4660,00;100%;5;0;2,441;8:30:00;S/ 1.165,00;12:27:00;3:57:00;70262;70316;54;22,12;;;;;;;;;
22/11/2022;66675;LOCAL;SMG-875;Cajamarca, Perú;Propia;980,00;980,00;100%;1;0;0,949;14:00:00;S/ 245,00;14:50:00;0:50:00;70316;70337;21;22,13;;;;;;;;;
22/11/2022;66693;LOCAL;SMG-875;Cajamarca, Perú;Propia;2607,40;2182,40;84%;8;1;1,085;15:30:00;S/ 763,63;18:03:00;2:33:00;70337;70361;24;22,12;;;;;;;;;
22/11/2022;66650;LOCAL;DIP-028;Chiclayo, Perú;Propia;3600,00;3600,00;100%;6;0;1,505;8:32:00;S/ 899,98;11:00:00;2:28:00;97409;97453;44;29,24;;;;;;;;;
22/11/2022;66681;LOCAL;DIP-028;Chiclayo, Perú;Propia;104,75;44,15;42%;2;1;1,198;14:30:00;S/ 42,72;17:27:00;2:57:00;97453;97488;35;29,22;;;;;;;;;
22/11/2022;66647;FUNDO;PMN-125;Trujillo,  Perú;Propia;378,00;378,00;100%;2;0;9,368;5:40:00;S/ 161,99;13:30:00;7:50:00;74941;75238;297;31,70;;;;;;;;;
22/11/2022;66670;LOCAL;AKM-892;Piura, Perú;Propia;6589,40;6589,40;100%;4;0;2,490;14:05:00;S/ 2.424,93;16:52:00;2:47:00;142666;142703;37;14,86;;;;;;;;;
22/11/2022;66648;FUNDO;KLM-532;Trujillo,  Perú;Propia;9790,00;9790,00;100%;1;0;19,058;5:40:00;S/ 0,00;18:04:00;12:24:00;571184;571469;285;14,95;;;;;;;;;
22/11/2022;66649;FUNDO;M14-016;Chiclayo, Perú;Propia;3300,00;3300,00;100%;1;0;14,584;5:40:00;S/ 0,00;18:03:00;12:23:00;189168;189488;320;21,94;;;;;;;;;
22/11/2022;0;RECOJO;BRL-549;Chiclayo, Perú;Propia;0,00;0,00;0%;0;0;3,284;1:45:00;S/ 0,00;5:30:00;3:45:00;176383;176419;36;10,96;;;;;;;;;
23/11/2022;66765;LOCAL;M14-016;Chiclayo, Perú;Propia;5885,00;5885,00;100%;1;0;2,076;8:37:00;S/ 2.353,99;11:47:00;3:10:00;189488;189530;42;20,23;;;;;;;;;
23/11/2022;66821;LOCAL;M14-016;Chiclayo, Perú;Propia;4587,00;4587,00;100%;4;0;2,174;16:15:00;S/ 1.718,45;19:10:00;2:55:00;189530;189574;44;20,24;;;;;;;;;
23/11/2022;66788;LOCAL;BRL-549;Chiclayo, Perú;Propia;3195,15;3195,15;100%;8;0;2,737;9:30:00;S/ 1.411,33;12:29:00;2:59:00;176419;176449;30;10,96;;;;;;;;;
23/11/2022;66825;LOCAL;BRL-549;Chiclayo, Perú;Propia;3777,15;3777,15;100%;24;0;4,288;15:44:00;S/ 1.464,76;19:33:00;3:49:00;176449;176496;47;10,96;;;;;;;;;
23/11/2022;66768;LOCAL;PMN-125;Trujillo,  Perú;Propia;2501,25;2501,25;100%;19;0;1,700;0:00:00;S/ 992,36;12:45:00;12:45:00;75238;75290;52;30,59;;;;;;;;;
23/11/2022;66817;LOCAL;PMN-125;Trujillo,  Perú;Propia;2025,20;2025,20;100%;17;0;0,719;15:10:00;S/ 766,55;18:06:00;2:56:00;75290;75312;22;30,60;;;;;;;;;
23/11/2022;66772;LOCAL;SMG-875;Cajamarca, Perú;Propia;2473,60;2473,60;100%;17;0;1,299;9:25:00;S/ 1.026,02;13:20:00;3:55:00;70361;70397;36;27,71;;;;;;;;;
23/11/2022;66816;FUNDO;SMG-875;Cajamarca, Perú;Propia;294,00;294,00;100%;0;1;3,175;14:30:00;S/ 147,00;18:15:00;3:45:00;70397;70485;88;27,72;;;;;;;;;
23/11/2022;66764;LOCAL;DIP-028;Chiclayo, Perú;Propia;1500,00;1500,00;100%;1;0;1,022;10:35:00;S/ 2.046,00;14:15:00;3:40:00;97488;97518;30;29,35;;;;;;;;;
23/11/2022;66820;LOCAL;DIP-028;Chiclayo, Perú;Propia;2150,00;2150,00;100%;2;0;1,022;16:00:00;S/ 1.399,99;18:15:00;2:15:00;97518;97539;21;20,55;;;;;;;;;
23/11/2022;0;TOTTUS;KLM-532;Trujillo,  Perú;Propia;12,00;12,00;100%;0;0;11,383;7:05:00;S/ 0,00;17:54:00;10:49:00;571469;571656;187;16,43;;;;;;;;;
24/11/2022;66873;LOCAL;DIP-028;Chiclayo, Perú;Propia;2186,50;2186,50;100%;13;0;0,953;9:35:00;S/ 317,23;12:40:00;3:05:00;97539;97562;23;24,13;;;;;;;;;
24/11/2022;66920;LOCAL;DIP-028;Chiclayo, Perú;Propia;2023,20;2023,20;100%;16;0;1,367;15:20:00;S/ 800,85;18:18:00;2:58:00;97562;97595;33;24,14;;;;;;;;;
24/11/2022;66892;FUNDO;SMG-875;Cajamarca, Perú;Propia;3056,00;3056,00;100%;2;0;6,710;5:15:00;S/ 872,79;11:27:00;6:12:00;70485;70680;195;29,06;;;;;;;;;
24/11/2022;66883;LOCAL;KLM-532;Trujillo,  Perú;Propia;9017,00;9017,00;100%;2;0;2,759;10:04:00;S/ 3.616,00;14:44:00;4:40:00;571656;571703;47;17,04;;;;;;;;;
24/11/2022;66876;LOCAL;BRL-549;Chiclayo, Perú;Propia;7418,90;7393,90;100%;11;1;2,744;9:36:00;S/ 5.535,65;13:18:00;3:42:00;176496;176535;39;14,21;;;;;;;;;
24/11/2022;66877;LOCAL;PMN-125;Trujillo,  Perú;Propia;1764,20;1764,20;100%;8;0;1,215;9:50:00;S/ 1.396,74;12:50:00;3:00:00;75312;75343;31;25,51;;;;;;;;;
24/11/2022;66919;LOCAL;PMN-125;Trujillo,  Perú;Propia;2170,25;1584,55;73%;7;5;0,980;15:08:00;S/ 1.186,59;18:05:00;2:57:00;75343;75368;25;25,51;;;;;;;;;
24/11/2022;66893;FUNDO;M14-016;Chiclayo, Perú;Propia;2750,00;2750,00;100%;2;0;15,433;0:00:00;S/ 0,00;0:00:00;0:00:00;189574;189911;337;21,84;;;;;;;;;
25/11/2022;67017;LOCAL;PMN-125;Trujillo,  Perú;Propia;5060,00;5060,00;100%;5;0;1,989;8:10:00;S/ 1.492,48;12:18:00;4:08:00;75368;75422;54;27,15;;;;;;;;;
25/11/2022;67052;LOCAL;PMN-125;Trujillo,  Perú;Propia;1615,00;1615,00;100%;9;0;1,400;15:26:00;S/ 849,60;18:42:00;3:16:00;75422;75460;38;27,14;;;;;;;;;
25/11/2022;67016;LOCAL;KLM-532;Trujillo,  Perú;Propia;4959,00;4959,00;100%;6;0;5,420;9:20:00;S/ 1.741,97;13:35:00;4:15:00;571703;571764;61;11,25;;;;;;;;;
25/11/2022;0;RECOJO;KLM-532;Trujillo,  Perú;Propia;0,00;0,00;0%;0;0;3,280;17:00:00;S/ 0,00;18:44:00;1:44:00;571764;571801;37;11,28;;;;;;;;;
25/11/2022;0;TOTTUS;M14-016;Lima, Perú;Propia;3,00;3,00;100%;0;0;5,843;7:22:00;S/ 0,00;19:30:00;12:08:00;189911;190041;130;22,25;;;;;;;;;
25/11/2022;67022;LOCAL;SMG-875;Callao, Perú;Propia;3383,35;3383,35;100%;8;0;0,620;8:30:00;S/ 1.347,66;12:00:00;3:30:00;70680;70698;18;29,03;;;;;;;;;
25/11/2022;67028;FUNDO;SMG-875;Arequipa, Perú;Propia;120,00;120,00;100%;0;1;4,640;14:35:00;S/ 0,00;18:15:00;3:40:00;70698;70833;135;29,09;;;;;;;;;
25/11/2022;67023;LOCAL;BRL-549;Trujillo, Perú;Propia;5376,40;5376,40;100%;37;0;1,382;8:40:00;S/ 1.939,70;13:40:00;5:00:00;176535;176584;49;35,46;;;;;;;;;
25/11/2022;67055;LOCAL;BRL-549;Chiclayo, Perú;Propia;3399,90;3399,90;100%;13;0;2,848;15:30:00;S/ 1.071,29;20:05:00;4:35:00;176584;176635;51;17,91;;;;;;;;;
25/11/2022;67019;LOCAL;DIP-028;Chimbote, Perú;Propia;5000,00;5000,00;100%;4;0;0,557;8:25:00;S/ 1.249,99;10:45:00;2:20:00;97595;97608;13;23,34;;;;;;;;;
25/11/2022;67021;LOCAL;DIP-028;Piura, Perú;Propia;1420,00;1420,00;100%;6;0;1,242;11:15:00;S/ 355,00;13:25:00;2:10:00;97608;97637;29;23,35;;;;;;;;;
25/11/2022;67054;LOCAL;DIP-028;Cusco, Perú;Propia;2812,75;2812,75;100%;17;0;0,985;16:00:00;S/ 1.135,84;19:06:00;3:06:00;97637;97660;23;23,35;;;;;;;;;
26/11/2022;67133;FUNDO;SMG-875;Huancayo, Perú;Propia;238,00;238,00;100%;1;0;4,041;5:20:00;S/ 102,34;10:16:00;4:56:00;70833;70961;128;31,68;;;;;;;;;
26/11/2022;67134;LOCAL;SMG-875;Iquitos, Perú;Propia;284,00;284,00;100%;2;0;0,631;10:30:00;S/ 119,54;11:40:00;1:10:00;70961;70981;20;31,70;;;;;;;;;
26/11/2022;67122;LOCAL;DIP-028;Pucallpa, Perú;Propia;2555,75;2555,75;100%;6;0;1,634;9:30:00;S/ 1.002,02;12:52:00;3:22:00;97660;97693;33;20,20;;;;;;;;;
26/11/2022;0;TOTTUS;AKM-892;Juliaca, Perú;Propia;8,00;8,00;100%;0;0;2,700;0:00:00;S/ 0,00;13:49:00;13:49:00;142703;142743;40;14,81;;;;;;;;;
26/11/2022;0;TOTTUS;M14-016;Tacna, Perú;Propia;2,00;2,00;100%;0;0;5,770;7:28:00;S/ 0,00;16:12:00;8:44:00;190041;190176;135;23,40;;;;;;;;;
26/11/2022;0;TOTTUS;KLM-532;Ica, Perú;Propia;1,00;1,00;100%;0;0;6,488;7:41:00;S/ 0,00;13:16:00;5:35:00;571801;571895;94;14,49;;;;;;;;;
26/11/2022;67120;LOCAL;PMN-125;Tarapoto, Perú;Propia;2213,30;2109,60;95%;15;2;1,625;9:20:00;S/ 958,49;13:24:00;4:04:00;75460;75482;22;13,54;;;;;;;;;
26/11/2022;67124;LOCAL;BRL-549;Ayacucho, Perú;Propia;2988,07;2988,07;100%;21;0;2,546;9:40:00;S/ 1.221,65;14:08:00;4:28:00;176635;176688;53;20,82;;;;;;;;;
26/11/2022;67189;LOCAL;BRL-549;Cajamarca, Perú;Propia;4508,60;4455,60;99%;13;1;1,729;15:40:00;S/ 2.034,69;18:48:00;3:08:00;176688;176724;36;20,82;;;;;;;;;
28/11/2022;67215;FUNDO;SMG-875;Huacho, Perú;Propia;3774,50;3774,50;100%;21;0;6,648;5:30:00;S/ 1.835,00;14:20:00;8:50:00;70981;71163;182;27,38;;;;;;;;;
28/11/2022;67250;LOCAL;SMG-875;Huánuco, Perú;Propia;874,00;874,00;100%;2;0;0,475;15:15:00;S/ 244,72;19:10:00;3:55:00;71163;71176;13;27,37;;;;;;;;;
28/11/2022;67216;LOCAL;BRL-549;Paita, Perú;Propia;226,00;226,00;100%;1;0;1,002;11:10:00;S/ 385,00;12:12:00;1:02:00;176724;176748;24;23,96;;;;;;;;;
28/11/2022;67254;LOCAL;BRL-549;Sullana, Perú;Propia;3256,30;3153,30;97%;15;1;1,002;15:40:00;S/ 1.442,46;18:37:00;2:57:00;176748;176781;33;32,95;;;;;;;;;
28/11/2022;67212;LOCAL;DIP-028;Huaycan, Perú;Propia;2185,98;2185,98;100%;18;0;0,926;9:30:00;S/ 1.030,54;12:30:00;3:00:00;97693;97720;27;29,16;;;;;;;;;
28/11/2022;67251;LOCAL;DIP-028;Barranca, Perú;Propia;2190,50;1764,50;81%;12;1;0,823;15:45:00;S/ 883,52;19:05:00;3:20:00;97720;97744;24;29,16;;;;;;;;;
28/11/2022;67202;LOCAL;PMN-125;Puno, Perú;Propia;3858,00;3858,00;100%;2;0;1,126;0:00:00;S/ 1.138,21;0:00:00;0:00:00;75482;75516;34;30,20;;;;;;;;;
28/11/2022;67240;LOCAL;PMN-125;San Ignacio, Perú;Propia;2722,80;18,30;1%;3;1;1,556;14:43:00;S/ 1.393,47;18:00:00;3:17:00;75516;75563;47;30,21;;;;;;;;;
28/11/2022;0;TOTTUS;KLM-532;Huaraz, Perú;Propia;1,00;1,00;100%;0;0;7,050;6:50:00;S/ 0,00;18:21:00;11:31:00;571895;572014;119;16,88;;;;;;;;;
28/11/2022;0;TOTTUS;AKM-892;Pisco, Perú;Propia;8,00;8,00;100%;0;0;5,281;7:46:00;S/ 0,00;17:44:00;9:58:00;142743;142806;63;11,93;;;;;;;;;
28/11/2022;0;TOTTUS;M14-016;Tumbes, Perú;Propia;1,00;1,00;100%;0;0;3,740;7:14:00;S/ 0,00;14:43:00;7:29:00;190176;190261;85;22,73;;;;;;;;;
28/11/2022;67249;LOCAL;M14-016;Chosica, Perú;Propia;6490,00;6490,00;100%;1;0;0,572;16:38:00;S/ 1.817,21;19:14:00;2:36:00;190261;190274;13;22,73;;;;;;;;;
29/11/2022;67366;LOCAL;BRL-549;Puerto Maldonado, Perú;Propia;2543,10;2543,10;100%;13;0;1,531;0:00:00;S/ 1.072,00;0:00:00;0:00:00;176781;176800;19;12,41;;;;;;;;;
29/11/2022;67321;LOCAL;BRL-549;Abancay, Perú;Propia;4032,80;4032,80;100%;14;0;1,905;0:00:00;S/ 1.423,51;0:00:00;0:00:00;176800;176866;66;34,65;;;;;;;;;
29/11/2022;67319;LOCAL;PMN-125;Moquegua, Perú;Propia;5520,00;5520,00;100%;5;0;2,077;8:37:00;S/ 1.565,48;12:30:00;3:53:00;75563;75616;53;25,52;;;;;;;;;
29/11/2022;67364;LOCAL;PMN-125;Víctor Larco Herrera, Perú;Propia;3299,00;3251,80;99%;12;1;1,098;15:03:00;S/ 1.159,50;19:15:00;4:12:00;75616;75644;28;25,50;;;;;;;;;
29/11/2022;67324;FUNDO;M14-016;Cerro de Pasco, Perú;Propia;144,00;144,00;100%;1;0;13,883;4:23:00;S/ 72,00;20:07:00;15:44:00;190274;190582;308;22,19;;;;;;;;;
29/11/2022;67360;LOCAL;KLM-532;Moyobamba, Perú;Propia;4605,50;4605,50;100%;6;0;3,928;14:49:00;S/ 2.724,20;19:23:00;4:34:00;572014;572058;44;11,20;;;;;;;;;
29/11/2022;67316;LOCAL;DIP-028;Huancavelica, Perú;Propia;5500,00;5500,00;100%;5;0;0,575;8:30:00;S/ 1.374,99;12:01:00;3:31:00;97744;97759;15;26,09;;;;;;;;;
29/11/2022;67354;LOCAL;DIP-028;Camaná, Perú;Propia;1780,00;1780,00;100%;1;0;0,958;14:10:00;S/ 623,00;15:40:00;1:30:00;97759;97784;25;26,10;;;;;;;;;
29/11/2022;67380;LOCAL;DIP-028;Chancay, Perú;Propia;4545,00;4545,00;100%;1;0;0,881;16:00:00;S/ 1.590,74;18:40:00;2:40:00;97784;97807;23;26,11;;;;;;;;;
29/11/2022;67318;LOCAL;AKM-892;Chachapoyas, Perú;Propia;2181,00;2181,00;100%;4;0;3,311;8:37:00;S/ 779,96;13:10:00;4:33:00;142806;142837;31;9,36;;;;;;;;;
29/11/2022;67363;FUNDO;AKM-892;Ferreñafe, Perú;Propia;2098,00;2098,00;100%;1;0;2,029;14:54:00;S/ 440,57;18:09:00;3:15:00;142837;142856;19;9,36;;;;;;;;;
29/11/2022;67323;FUNDO;SMG-875;Moche, Perú;Propia;120,00;120,00;100%;1;0;3,337;6:40:00;S/ 60,00;9:20:00;2:40:00;71176;71275;99;29,67;;;;;;;;;
29/11/2022;67326/67328;FUNDO;SMG-875;Jauja, Perú;Propia;1177,50;1177,50;100%;2;0;1,753;9:50:00;S/ 494,55;12:01:00;2:11:00;71275;71327;52;29,66;;;;;;;;;
29/11/2022;67355;LOCAL;SMG-875;Pacasmayo, Perú;Propia;514,00;514,00;100%;1;0;0,944;14:36:00;S/ 179,90;17:53:00;3:17:00;71327;71355;28;29,66;;;;;;;;;
30/11/2022;67478;FUNDO;KLM-532;Monsefú, Perú;Propia;1050,00;1050,00;100%;1;0;17,602;5:10:00;S/ 419,99;17:52:00;12:42:00;572058;572357;299;16,99;;;;;;;;;
30/11/2022;67457;LOCAL;SMG-875;Zarumilla, Perú;Propia;1948,00;1918,00;98%;9;1;1,810;9:30:00;S/ 812,63;13:42:00;4:12:00;71355;71394;39;21,55;;;;;;;;;
30/11/2022;67509;LOCAL;SMG-875;Puerto Pimentel, Perú;Propia;3013,00;3013,00;100%;18;0;1,021;16:09:00;S/ 1.175,58;18:35:00;2:26:00;71394;71416;22;21,55;;;;;;;;;
30/11/2022;0;TOTTUS;AKM-892;Concepción, Perú;Propia;16,00;16,00;100%;0;0;3,261;8:10:00;S/ 0,00;16:46:00;8:36:00;142856;142916;60;18,40;;;;;;;;;
30/11/2022;0;TOTTUS;M14-016;Chupaca, Perú;Propia;2,00;2,00;100%;1;0;4,278;7:09:00;S/ 0,00;17:35:00;;190582;190676;94;21,97;;;;;;;;;
30/11/2022;67456;LOCAL;PMN-125;Trujillo,  Perú;Propia;2434,70;1184,00;49%;18;2;1,658;9:19:00;S/ 1.074,30;13:42:00;4:23:00;75644;75684;40;24,13;;;;;;;;;
30/11/2022;67492;LOCAL;PMN-125;Trujillo,  Perú;Propia;1750,00;1750,00;100%;8;0;2,031;15:30:00;S/ 668,74;18:40:00;3:10:00;75684;75733;49;24,13;;;;;;;;;
30/11/2022;67452;LOCAL;DIP-028;Chiclayo, Perú;Propia;3030,00;3030,00;100%;1;0;0,539;8:30:00;S/ 848,40;11:12:00;2:42:00;97807;97820;13;24,12;;;;;;;;;
30/11/2022;67494;LOCAL;DIP-028;Chiclayo, Perú;Propia;2554,00;2554,00;100%;8;0;1,326;15:02:00;S/ 1.104,97;18:53:00;3:51:00;97820;97852;32;24,13;;;;;;;;;
30/11/2022;67453;LOCAL;BRL-549;Chiclayo, Perú;Propia;3722,00;3722,00;100%;6;0;3,598;0:00:00;S/ 1.349,54;0:00:00;0:00:00;176768;176894;126;35,02;;;;;;;;;
30/11/2022;67501;LOCAL;BRL-549;Chiclayo, Perú;Propia;2942,81;2942,81;100%;20;0;1,114;0:00:00;S/ 1.249,36;0:00:00;0:00:00;176894;176933;39;35,01;;;;;;;;;
01/12/2022;0;TOTTUS;AKM-892;Piura, Perú;Propia;8,00;8,00;100%;0;0;10,487;7:47:00;S/ 0,00;17:48:00;;142916;143151;235;22,41;;;;;;;;;
01/12/2022;67565;LOCAL;BRL-549;Chiclayo, Perú;Propia;2049,50;2049,50;100%;18;0;0,900;8:48:00;S/ 763,36;12:00:00;;176933;176966;33;36,67;;;;;;;;;
01/12/2022;67627;LOCAL;BRL-549;Chiclayo, Perú;Propia;2991,62;2940,62;98%;27;1;1,310;15:30:00;S/ 1.401,98;19:50:00;;176966;177014;48;36,64;;;;;;;;;
01/12/2022;67599;FUNDO;M14-016;Chiclayo, Perú;Propia;6280,00;6280,00;100%;1;0;11,525;5:37:00;S/ 1.318,80;17:52:00;;190676;190944;268;23,25;;;;;;;;;
01/12/2022;67600;TOTTUS;KLM-532;Trujillo,  Perú;Propia;23,00;23,00;100%;1;0;5,983;7:15:00;S/ 20,00;17:25:00;;572357;572454;97;16,21;;;;;;;;;
01/12/2022;67598;FUNDO;SMG-875;Cajamarca, Perú;Propia;2913,00;2913,00;100%;1;0;7,760;5:20:00;S/ 1.602,14;10:53:00;;71416;71651;235;30,28;;;;;;;;;
01/12/2022;67588;FUNDO;SMG-875;Cajamarca, Perú;Propia;100,00;100,00;100%;1;0;6,506;12:00:00;S/ 49,99;18:33:00;;71651;71848;197;30,28;;;;;;;;;
01/12/2022;67563;LOCAL;DIP-028;Chiclayo, Perú;Propia;366,06;294,06;80%;5;2;1,339;8:35:00;S/ 187,60;12:50:00;;97852;97893;41;30,62;;;;;;;;;
01/12/2022;67626;LOCAL;DIP-028;Chiclayo, Perú;Propia;951,50;913,50;96%;9;1;1,110;16:00:00;S/ 440,68;17:55:00;;97893;97927;34;30,63;;;;;;;;;
01/12/2022;67597;FUNDO;PMN-125;Trujillo,  Perú;Propia;1195,00;1195,00;100%;1;0;9,448;5:10:00;S/ 298,75;12:00:00;;75733;76021;288;30,48;;;;;;;;;
01/12/2022;67629/67688;LOCAL;PMN-125;Trujillo,  Perú;Propia;2179,00;2179,00;100%;14;0;0,787;16:05:00;S/ 899,73;19:00:00;;76021;76045;24;30,50;;;;;;;;;
02/12/2022;67689;LOCAL;PMN-125;Trujillo,  Perú;Propia;7460,00;7460,00;100%;4;0;1,918;8:47:00;S/ 1.864,99;14:26:00;;76045;76098;53;27,63;;;;;;;;;
02/12/2022;67700;LOCAL;SMG-875;Cajamarca, Perú;Propia;1335,80;1099,80;82%;15;3;1,780;9:30:00;S/ 570,89;14:00:00;;71848;71890;42;23,60;;;;;;;;;
02/12/2022;67785;LOCAL;SMG-875;Cajamarca, Perú;Propia;1539,04;1539,04;100%;2;0;1,314;16:00:00;S/ 401,58;17:56:00;;71890;71921;31;23,59;;;;;;;;;
