CODIGO;NOMBRE_UNIVERSIDAD;TIPO_GESTION;DEPARTAMENTO_FILIAL;NOMBRE_FILIAL;CODIGO_CLASE_PROGRAMA;NOMBRE_CLASE_PROGRAMA;NOMBRE_PROGRAMA;ANIO_PERIODO;Cant_Carnes
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;CIENCIAS SOCIALES - HISTORIA;2018;198
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;CIENCIAS SOCIALES - PSICOLOGIA;2018;254
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;DOCTORADO: CIENCIAS DE LA EDUCACION;2018;209
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;EDUC.INTERCULT.BILINGUE - LITERATURA;2018;9
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;EDUC.INTERCULT.BILINGUE- LENGUA ESPAÑOLA;2018;42
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;EDUCACION BASICA ALTERNATIVA;2018;195
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;INGLES - ALEMAN;2018;66
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;INGLES - ESPAÑOL COMO LENGUA EXTRANJERA;2018;140
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;INGLES - ITALIANO;2018;89
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;LENGUA ESPAÑOLA - INGLES;2018;68
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;MAE. C. DE EDUC. CON MEN. EN PSIC. EDUC.;2018;98
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;MAESTRIA: EDUCACION MATEMATICA;2018;47
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;MAESTRIA: ENSEÑ. INGLES COMO LENG. EXTRA;2018;38
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;MAESTRIA: GESTION EDUCACIONAL;2018;162
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;MAESTRIA: MED.EVAL. Y ACRED. CALIDAD ED.;2018;139
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;21;ARTE;DISEÑO INDUSTRIAL Y ARQUITECTONICO;2018;101
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;21;ARTE;TECNOLOGIA DEL VESTIDO;2018;230
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;23;IDIOMAS;FRANCES - INGLES;2018;11
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;23;IDIOMAS;INGLES - FRANCES;2018;340
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;23;IDIOMAS;LENGUA ESPAÑOLA - LITERATURA;2018;183
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;23;IDIOMAS;LITERATURA - LENGUA ESPAÑOLA;2018;135
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;ADMINISTRAC. DE NEGOCIOS INTERNACIONALES;2018;210
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;ADMINISTRACION DE EMPRESAS;2018;225
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;MAE. EN ADM. CON MEN. EN GEST. PUBLICA;2018;164
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;MAESTRIA: ADMINISTRACION;2018;78
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;51;CIENCIAS BIOLÓGICAS Y AFINES;BIOLOGIA - CIENCIAS NATURALES;2018;167
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;51;CIENCIAS BIOLÓGICAS Y AFINES;BIOLOGIA - INFORMATICA;2018;24
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;51;CIENCIAS BIOLÓGICAS Y AFINES;C.A.: BIOLOGIA - CIENCIAS NATURALES;2018;4
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;52;MEDIO AMBIENTE;C.A.: DESARROLLO AMBIENTAL;2018;7
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;52;MEDIO AMBIENTE;DESARROLLO AMBIENTAL;2018;157
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;53;CIENCIAS FÍSICAS Y QUÍMICAS;FISICA - MATEMATICA;2018;101
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;54;MATEMÁTICAS Y ESTADÍSTICA;MATEMATICA;2018;131
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;54;MATEMÁTICAS Y ESTADÍSTICA;MATEMATICA E INFORMATICA;2018;246
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;61;INFORMÁTICA;INFORMATICA;2018;130
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;71;INGENIERÍA Y PROFESIONES AFINES;AUTOMATIZACION INDUSTRIAL;2018;64
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;71;INGENIERÍA Y PROFESIONES AFINES;ELECTRICIDAD;2018;55
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;71;INGENIERÍA Y PROFESIONES AFINES;MECANICA DE PRODUCCION;2018;50
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;71;INGENIERÍA Y PROFESIONES AFINES;METALURGIA;2018;39
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;72;INDUSTRIA Y PRODUCCIÓN;TECNOLOGIA TEXTIL;2018;102
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;73;ARQUITECTURA Y CONSTRUCCIÓN;CONSTRUCCIÓN CIVIL;2018;97
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;81;AGRICULTURA;AGROPECUARIA;2018;132
25;UNIVERSIDAD NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE;PUBLICO;LIMA;CANTUTA-SEDE PRINCIPAL;91;SALUD;NUTRICION HUMANA;2018;240
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;JUNIN;UNDAC-LA MERCED;72;INDUSTRIA Y PRODUCCIÓN;INDUSTRIAS ALIMENTARIAS;2018;82
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;JUNIN;UNDAC-LA MERCED;81;AGRICULTURA;AGRONOMIA;2018;169
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;JUNIN;UNDAC-TARMA;91;SALUD;ENFERMERIA;2018;211
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;JUNIN;UNDAC-TARMA;91;SALUD;OBSTETRICIA;2018;195
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-OXAPAMPA;11;EDUCACIÓN INICIAL Y PRIMARIA;EDUCACION PRIMARIA;2018;94
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-OXAPAMPA;52;MEDIO AMBIENTE;AMBIENTAL - OXAPAMPA;2018;152
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-OXAPAMPA;81;AGRICULTURA;AGRONOMIA - OXAPAMPA;2018;112
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-OXAPAMPA;81;AGRICULTURA;ZOOTECNIA - OXAPAMPA;2018;82
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;11;EDUCACIÓN INICIAL Y PRIMARIA;EDUCACION INICIAL;2018;141
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;11;EDUCACIÓN INICIAL Y PRIMARIA;EDUCACION PRIMARIA;2018;110
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;12;EDUCACIÓN SECUNDARIA;EDUCACION SECUNDARIA: BIOLOGIA Y QUIMICA;2018;18
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;12;EDUCACIÓN SECUNDARIA;EDUCACION SECUNDARIA: CIENCIAS SOCIALES FILOSOFIA Y PSICOLOGIA EDUCATIVA;2018;128
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;12;EDUCACIÓN SECUNDARIA;EDUCACION SECUNDARIA: COMUNICACION Y LITERATURA;2018;79
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;12;EDUCACIÓN SECUNDARIA;EDUCACION SECUNDARIA: HISTORIA, CIENCIAS SOCIALES Y TURISMO;2018;25
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;12;EDUCACIÓN SECUNDARIA;EDUCACION SECUNDARIA: LENGUAS EXTRANJERAS: INGLES - FRANCES;2018;76
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;12;EDUCACIÓN SECUNDARIA;EDUCACION SECUNDARIA: MATEMATICA Y FISICA;2018;56
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;12;EDUCACIÓN SECUNDARIA;EDUCACION SECUNDARIA: TECNOLOGIA INFORMATICA Y TELECOMUNICACIONES;2018;76
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;31;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO;ECONOMIA;2018;347
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;32;PERIODISMO E INFORMACIÓN;CIENCIAS DE LA COMUNICACION;2018;170
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;41;ADMINISTRACIÓN Y COMERCIO;ADMINISTRACION;2018;413
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;41;ADMINISTRACIÓN Y COMERCIO;CONTABILIDAD;2018;507
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;42;DERECHO;DERECHO;2018;320
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;52;MEDIO AMBIENTE;AMBIENTAL;2018;318
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;53;CIENCIAS FÍSICAS Y QUÍMICAS;GEOLOGIA;2018;315
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;61;INFORMÁTICA;SISTEMAS;2018;182
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;71;INGENIERÍA Y PROFESIONES AFINES;METALURGIA;2018;234
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;72;INDUSTRIA Y PRODUCCIÓN;MINAS;2018;340
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;73;ARQUITECTURA Y CONSTRUCCIÓN;INGENIERIA CIVIL;2018;318
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;81;AGRICULTURA;AGRONOMIA;2018;124
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;81;AGRICULTURA;ZOOTECNIA;2018;123
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;91;SALUD;ENFERMERIA;2018;250
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;91;SALUD;MEDICINA HUMANA;2018;180
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;91;SALUD;OBSTETRICIA;2018;208
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PASCO;91;SALUD;ODONTOLOGIA;2018;218
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-PAUCARTAMBO;81;AGRICULTURA;AGRONOMIA - PAUCARTAMBO;2018;22
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-YANAHUANCA;11;EDUCACIÓN INICIAL Y PRIMARIA;EDUCACION PRIMARIA;2018;56
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-YANAHUANCA;12;EDUCACIÓN SECUNDARIA;EDUCACION SECUNDARIA: TECNOLOGIA INFORMATICA Y TELECOMUNICACIONES;2018;79
26;UNIVERS. NACIONAL DANIEL ALCIDES CARRION;PUBLICO;PASCO;UNDAC-YANAHUANCA;81;AGRICULTURA;AGRONOMIA - YANAHUANCA;2018;64
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;NO REGISTRADO;[NO ESPECIFICADO];15;EDUCACIÓN FÍSICA;ESC. PROF. DE EDUCACION FISICA;2018;1
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;NO REGISTRADO;[NO ESPECIFICADO];31;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO;ESC. PROF. DE ECONOMIA;2018;4
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;NO REGISTRADO;[NO ESPECIFICADO];41;ADMINISTRACIÓN Y COMERCIO;ESC. PROF. DE ADMINISTRACION;2018;3
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;NO REGISTRADO;[NO ESPECIFICADO];41;ADMINISTRACIÓN Y COMERCIO;ESC. PROF. DE CONTABILIDAD;2018;1
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;NO REGISTRADO;[NO ESPECIFICADO];41;ADMINISTRACIÓN Y COMERCIO;MS. EN FINANZAS;2018;1
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;NO REGISTRADO;[NO ESPECIFICADO];52;MEDIO AMBIENTE;ESC. PROF. DE ING. AMB Y DE RRNN;2018;1
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;NO REGISTRADO;[NO ESPECIFICADO];61;INFORMÁTICA;ESC. PROF. DE ING. DE SISTEMAS;2018;1
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;NO REGISTRADO;[NO ESPECIFICADO];71;INGENIERÍA Y PROFESIONES AFINES;ESC. PROF. DE ING. ELECTRICA;2018;8
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;NO REGISTRADO;[NO ESPECIFICADO];71;INGENIERÍA Y PROFESIONES AFINES;ESC. PROF. DE ING. ELECTRONICA;2018;1
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;NO REGISTRADO;[NO ESPECIFICADO];83;PESCA;ESC. PROF. DE ING. PESQUERA;2018;1
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;NO REGISTRADO;[NO ESPECIFICADO];91;SALUD;ESC. PROF. DE ENFERMERIA;2018;1
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;2;SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL;DOCTORADO EN SALUD PUBLICA;2018;34
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;2;SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL;MS. EN SALUD PUBLICA;2018;26
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;2;SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL;MS.SALUD OCUP.Y AMBIEN.;2018;13
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;2;SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL;SEG.ESP.ENF.EMERG.DESAST.;2018;53
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;2;SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL;SEG.ESP.SALUD FAM.COMUN.;2018;24
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;2;SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL;SEG.ESP.SALUD PUB.COMUT;2018;43
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;13;EDUCACIÓN SUPERIOR Y TECNOLÓGICA;MS. EN INV. Y DOCENC. UNIV.;2018;25
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;15;EDUCACIÓN FÍSICA;ESC. PROF. DE EDUCACION FISICA;2018;145
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;MAESTRIA DIDÁCTICA DE LA ENSEÑANZA DE LA FÍSICA Y MATEMÁTICA;2018;26
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;19;OTROS PROGRAMAS EN EDUCACIÓN;MS. EN GERENCIA EDUCATIVA;2018;4
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;31;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO;ESC. PROF. DE ECONOMIA;2018;1370
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;31;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO;MS.EN PROY.INVERSIÓN;2018;17
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;DOCTORADO EN ADM. EN SALUD;2018;9
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;DOCTORADO EN ADMINISTRACION;2018;34
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;DR.EN CS.CONTABLES;2018;22
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;ESC. PROF. DE ADMINISTRACION;2018;2279
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;ESC. PROF. DE CONTABILIDAD;2018;2061
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;MS. EN ADM. ESTRAT. DE EMP.;2018;41
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;MS. EN ADM. MARITIMA Y PORTUARIA;2018;9
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;MS. EN CIENCIAS FISCALIZADORAS;2018;42
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;MS. EN FINANZAS;2018;28
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;MS. EN GERENCIA EN SALUD;2018;113
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;MS. EN TRIBUTACION;2018;82
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;MS. GERENC. DE MANTENIMIENTO;2018;62
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;41;ADMINISTRACIÓN Y COMERCIO;MS.EN GER. DE LA CAL .Y DES.HUM.;2018;36
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;52;MEDIO AMBIENTE;ESC. PROF. DE ING. AMB Y DE RRNN;2018;920
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;52;MEDIO AMBIENTE;MS.EN GEST.AMB.PARA EL DES.SOST.;2018;35
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;53;CIENCIAS FÍSICAS Y QUÍMICAS;ESC. PROF. DE FISICA;2018;295
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;53;CIENCIAS FÍSICAS Y QUÍMICAS;ESC. PROF. DE ING. QUIMICA;2018;848
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;53;CIENCIAS FÍSICAS Y QUÍMICAS;MS. EN ING. QUIMICA;2018;13
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;54;MATEMÁTICAS Y ESTADÍSTICA;ESC. PROF. DE MATEMATICA;2018;310
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;61;INFORMÁTICA;ESC. PROF. DE ING. DE SISTEMAS;2018;1078
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;61;INFORMÁTICA;MS. EN ING. DE SISTEMAS;2018;16
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;71;INGENIERÍA Y PROFESIONES AFINES;DR.EN ING.ELECTRICA;2018;33
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;71;INGENIERÍA Y PROFESIONES AFINES;ESC. PROF. DE ING. ELECTRICA;2018;918
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;71;INGENIERÍA Y PROFESIONES AFINES;ESC. PROF. DE ING. ELECTRONICA;2018;761
27;UNIVERSIDAD NACIONAL DEL CALLAO;PUBLICO;CALLAO;UNAC-SEDE PRINCIPAL;71;INGENIERÍA Y PROFESIONES AFINES;ESC. PROF. DE ING. EN ENERGIA;2018;356
